,R,F,M,C,L
30201,16,9,11264,0.657542614,90
30202,64,12,10589,0.699454151,72
30203,29,10,11983,0.618047234,17
30204,160,6,10368,0.714308449,40
30205,138,17,21366,0.346617991,60
30206,11,26,9291,0.797097191,29
30207,72,10,12900,0.574,12
30208,1,7,15525,0.476940419,67
30209,5,8,10971,0.674818157,40
30210,114,7,10337,0.716161362,43
30211,4,8,5722,1.293720727,107
30212,67,4,8499,0.8709718790000001,71
30213,77,11,9100,0.8134461540000001,18
30214,388,8,9408,0.786814413,19
30215,11,7,9743,0.759725957,18
30216,170,6,11648,0.635436985,65
30217,63,8,8640,0.8566597220000001,92
30218,11,9,13807,0.536018686,38
30219,319,8,13115,0.564243233,48
30220,100,11,11426,0.6476089620000001,55
30221,78,9,10508,0.704114008,17
30222,40,11,13562,0.5455360570000001,17
30223,196,11,12788,0.578475915,18
30224,6,10,9600,0.7705729170000001,13
30225,37,5,10717,0.690230475,70
30226,221,10,10419,0.709927056,34
30227,96,4,8300,0.89113012,54
30228,18,7,16506,0.44806555200000003,62
30229,173,7,8931,0.8280718840000001,32
30230,251,6,13301,0.555988272,24
30231,3,7,9607,0.769714791,57
30232,570,6,10621,0.696215046,76
30233,170,10,11406,0.648295634,24
30234,10,8,12808,0.577302467,58
30235,152,5,9620,0.76860395,27
30236,254,5,9159,0.807280271,26
30237,137,9,8760,0.8440194059999999,36
30238,81,11,8523,0.8674715479999999,52
30239,14,12,14796,0.499672885,57
30240,34,15,20631,0.35828462,37
30241,128,9,11695,0.632028217,62
30242,49,4,8838,0.836285359,42
30243,28,10,12556,0.58858474,18
30244,307,13,16180,0.45673980200000003,95
30245,232,5,12683,0.582650792,23
30246,39,7,11439,0.646007518,14
30247,3,5,12039,0.613797658,26
30248,329,6,8952,0.825435657,95
30249,673,3,8526,0.8666666670000001,22
30250,3,7,10734,0.688390162,26
30251,137,8,9347,0.790443993,65
30252,384,6,9619,0.7680476140000001,20
30253,252,4,8736,0.845649038,21
30254,320,6,7727,0.956050214,36
30255,247,4,9168,0.8057537090000001,18
30256,76,12,10875,0.6792312640000001,89
30257,18,8,9104,0.811357645,76
30258,118,8,17486,0.422420794,38
30259,73,7,8935,0.8266368209999999,76
30260,12,8,11264,0.655677379,20
30261,43,9,11254,0.656197796,56
30262,115,10,14683,0.502941497,30
30263,83,7,11523,0.6408287770000001,101
30264,436,10,9010,0.819561598,48
30265,128,7,8136,0.907571288,24
30266,211,11,9590,0.769959333,34
30267,40,8,8732,0.8455737520000001,29
30268,12,7,11959,0.617393595,69
30269,11,12,9827,0.751311692,82
30270,26,9,12319,0.599308385,102
30271,16,9,8183,0.902174019,23
30272,79,6,7839,0.941681337,29
30273,293,10,10473,0.7048209679999999,41
30274,42,6,15199,0.48563589700000004,94
30275,20,6,12444,0.593142077,79
30276,465,5,9934,0.74293336,25
30277,209,6,8316,0.887468735,19
30278,4,11,10812,0.682497225,27
30279,90,16,10328,0.714469404,74
30280,319,3,6985,1.056406586,21
30281,8,14,13886,0.531397091,87
30282,172,13,10054,0.7339039190000001,22
30283,85,9,8034,0.918410505,25
30284,113,11,10424,0.707813699,78
30285,44,8,11088,0.665420274,32
30286,94,10,10741,0.686895075,28
30287,479,11,9034,0.8166758909999999,95
30288,275,3,5374,1.372861928,109
30289,7,6,10303,0.716064253,102
30290,130,6,12997,0.567637147,50
30291,543,5,12624,0.584351236,53
30292,45,5,10050,0.7340000000000001,17
30293,162,10,13013,0.566856989,79
30294,376,4,7868,0.9375,40
30295,511,4,7868,0.9375,67
30296,65,6,9397,0.784830265,31
30297,659,6,7375,1.0,31
30298,8,7,11272,0.6542512420000001,57
30299,12,9,11240,0.6561067620000001,16
30300,23,8,11023,0.6689957360000001,30
30301,43,5,10266,0.7182554059999999,12
30302,10,9,12027,0.613080569,12
30303,4,9,9090,0.811111111,14
30304,49,9,11320,0.651319788,72
30305,91,8,10760,0.6852146840000001,17
30306,595,4,9512,0.775,20
30307,338,8,9000,0.8190777779999999,48
30308,215,7,8686,0.848519457,19
30309,28,9,12064,0.610848806,64
30310,336,7,11360,0.648697183,41
30311,211,5,8486,0.868303087,82
30312,117,7,10356,0.711451333,18
30313,49,7,11024,0.668240203,46
30314,95,13,13260,0.555539216,40
30315,95,6,10427,0.706444807,35
30316,339,6,11193,0.65804074,23
30317,7,4,10784,0.6829970329999999,34
30318,277,7,10479,0.702857143,34
30319,574,5,10708,0.687794173,54
30320,216,4,7587,0.9707130620000001,33
30321,38,7,13274,0.5548252220000001,79
30322,22,9,11834,0.622322968,37
30323,11,9,13967,0.527266414,75
30324,419,7,12674,0.5810399239999999,53
30325,420,8,9045,0.8140796020000001,23
30326,313,5,13364,0.5509839870000001,61
30327,189,16,9814,0.7502037909999999,30
30328,312,5,10670,0.69,59
30329,471,4,6469,1.137919307,29
30330,223,7,8785,0.837882755,29
30331,275,3,8526,0.8633333329999999,30
30332,156,10,10824,0.6799685879999999,33
30333,144,8,8361,0.880229638,26
30334,18,10,12425,0.592296982,111
30335,199,5,9682,0.760066102,38
30336,24,15,9039,0.814085629,53
30337,304,5,14738,0.499237346,81
30338,504,5,9717,0.75712154,73
30339,563,4,8673,0.8482531999999999,18
30340,179,9,12154,0.605279743,12
30341,265,9,10690,0.6880561270000001,45
30342,13,8,10609,0.693295315,12
30343,431,6,10255,0.717220868,23
30344,11,11,12406,0.5928647429999999,16
30345,4,6,8792,0.836534349,64
30346,39,9,14130,0.520494692,70
30347,144,17,14854,0.49508146,17
30348,225,9,9870,0.745075988,70
30349,500,14,8106,0.9071428570000001,45
30350,286,5,10049,0.731684745,23
30351,135,9,8923,0.823831671,90
30352,123,10,11113,0.66141096,80
30353,169,14,16281,0.451457527,80
30354,191,10,7871,0.933782239,44
30355,38,8,14494,0.507024286,103
30356,301,8,12966,0.5667468760000001,40
30357,96,10,11311,0.649666696,92
30358,189,4,10577,0.69468942,83
30359,13,7,9706,0.7569554909999999,49
30360,563,5,13357,0.550007487,28
30361,3,15,8637,0.850521014,77
30362,2,10,8360,0.878686603,45
30363,30,9,9517,0.7718419670000001,73
30364,379,6,13000,0.5650384620000001,20
30365,2,7,12856,0.5713643429999999,16
30366,28,9,9174,0.800669283,80
30367,54,16,14419,0.509403565,64
30368,165,9,9636,0.762218763,42
30369,104,9,10380,0.707531792,17
30370,36,11,10053,0.73051328,15
30371,244,10,8627,0.851237974,25
30372,131,8,16391,0.448017815,94
30373,7,9,8765,0.837795779,41
30374,195,14,9967,0.7366268690000001,41
30375,681,2,10204,0.719467856,25
30376,295,8,9536,0.769836409,62
30377,361,7,11243,0.652944054,33
30378,26,9,10778,0.681085545,107
30379,77,5,9857,0.744651517,27
30380,152,8,12465,0.588795828,15
30381,323,7,13640,0.5380681820000001,80
30382,218,5,10000,0.733908,111
30383,488,7,7534,0.973997876,93
30384,341,6,10133,0.7241488209999999,95
30385,139,7,9734,0.753830902,54
30386,15,8,15014,0.488697216,97
30387,97,13,10318,0.711102927,20
30388,709,2,13340,0.55,32
30389,113,8,13853,0.529626074,55
30390,44,11,13992,0.5243624929999999,19
30391,195,7,8642,0.848926174,15
30392,224,7,7742,0.9475303540000001,33
30393,138,6,11157,0.65749395,28
30394,175,7,10479,0.7,60
30395,85,6,10332,0.7099506390000001,18
30396,9,12,8862,0.827711578,12
30397,35,8,12468,0.588318094,53
30398,197,8,10831,0.6772154,76
30399,282,6,10433,0.702976133,17
30400,73,12,10177,0.72064066,78
30401,181,7,11364,0.645363428,52
30402,56,6,8670,0.845836217,14
30403,233,10,11937,0.614286672,66
30404,33,8,10073,0.7279142259999999,30
30405,269,3,11700,0.6266666670000001,41
30406,377,7,7855,0.933392743,55
30407,44,3,11549,0.634841112,73
30408,3,9,12245,0.598743977,77
30409,630,8,12243,0.598823818,59
30410,403,6,10243,0.7156741190000001,39
30411,7,6,8130,0.901666667,13
30412,171,7,8058,0.909699677,79
30413,14,10,11342,0.646244049,56
30414,583,5,8762,0.8365042229999999,74
30415,496,9,8097,0.905168581,45
30416,72,8,7979,0.9185436770000001,66
30417,49,5,9428,0.7773642340000001,68
30418,208,7,9753,0.7514528859999999,33
30419,44,13,12564,0.5833102520000001,61
30420,122,9,11181,0.655437796,92
30421,103,6,12540,0.5844035089999999,16
30422,250,6,12928,0.566842512,14
30423,261,6,8128,0.9015625,23
30424,46,9,11308,0.647938628,23
30425,17,14,8100,0.904541975,106
30426,275,6,11364,0.644733369,26
30427,233,7,9171,0.7988943409999999,12
30428,19,10,9852,0.74362566,17
30429,46,5,8722,0.8399506990000001,89
30430,80,10,13470,0.5438775060000001,30
30431,5,11,11750,0.6234817020000001,18
30432,305,6,7799,0.9393050390000001,33
30433,122,7,8409,0.8710595790000001,33
30434,125,11,9200,0.796101087,15
30435,50,8,10140,0.7222633140000001,75
30436,638,7,10429,0.7021526509999999,23
30437,188,10,8561,0.855353347,14
30438,466,2,7322,1.0,59
30439,70,14,15692,0.466582335,74
30440,59,5,10827,0.676227025,14
30441,297,9,8986,0.8146884040000001,23
30442,47,3,8014,0.913344148,37
30443,1,5,9949,0.735665896,103
30444,396,2,8977,0.815316921,17
30445,325,5,9200,0.7955326090000001,77
30446,382,14,8340,0.8775299759999999,83
30447,98,12,17177,0.42606916200000006,68
30448,210,9,11804,0.619983904,62
30449,31,9,8959,0.8168367009999999,18
30450,45,12,11744,0.623114782,45
30451,158,8,10947,0.66844889,37
30452,137,13,8959,0.816723965,42
30453,11,6,7133,1.025736717,17
30454,30,6,12409,0.589607543,86
30455,164,6,5183,1.411612965,89
30456,325,5,11947,0.612400603,17
30457,155,6,12387,0.590625656,21
30458,200,8,8836,0.827953825,23
30459,23,9,12378,0.591006625,15
30460,32,14,11664,0.627165638,106
30461,48,8,9118,0.802247203,36
30462,1,14,8950,0.8172960890000001,28
30463,150,7,11263,0.649449525,39
30464,279,24,9454,0.773710599,18
30465,249,6,8429,0.867795705,31
30466,328,2,16254,0.45,18
30467,240,4,9288,0.7875,15
30468,698,2,16254,0.45,24
30469,6,17,12017,0.60856703,36
30470,331,5,15668,0.466747511,69
30471,118,9,8438,0.866672197,71
30472,364,10,9490,0.7704899890000001,84
30473,4,12,9817,0.744821228,36
30474,99,13,13361,0.547250954,86
30475,161,9,13322,0.5488199970000001,55
30476,61,8,10471,0.698193105,81
30477,6,9,13756,0.531443734,20
30478,76,8,9038,0.8088614740000001,19
30479,96,10,8365,0.873880454,12
30480,217,10,8107,0.90163069,102
30481,490,5,9092,0.8039485259999999,24
30482,44,5,9737,0.7506891240000001,13
30483,31,14,15778,0.46326087,34
30484,35,12,10071,0.725686625,104
30485,45,4,11932,0.6125,21
30486,160,9,10638,0.686875353,22
30487,62,6,8177,0.893542864,108
30488,36,6,11841,0.617046702,96
30489,22,10,10344,0.7063292729999999,85
30490,226,7,9583,0.7623875609999999,70
30491,43,9,8397,0.87,13
30492,75,6,8510,0.8584195059999999,72
30493,25,8,8340,0.8758764990000001,16
30494,375,8,9854,0.741110209,101
30495,32,11,13896,0.525539004,103
30496,66,9,10625,0.6873204709999999,20
30497,74,6,8556,0.853484105,36
30498,57,10,10890,0.670411387,70
30499,75,11,13309,0.548541588,36
30500,253,8,9399,0.7766762420000001,22
30501,114,12,8469,0.861927028,39
30502,88,5,9717,0.751181435,56
30503,11,8,14817,0.492613215,30
30504,7,11,14468,0.5044394529999999,45
30505,265,6,6795,1.07405298,105
30506,16,13,14825,0.492279258,24
30507,265,7,7498,0.97332622,35
30508,175,8,13951,0.523110171,55
30509,127,6,9945,0.733824032,19
30510,250,9,9926,0.7352226479999999,18
30511,248,4,5889,1.23915945,18
30512,142,7,11965,0.6098729629999999,13
30513,7,10,10948,0.666509865,24
30514,34,9,10306,0.708003105,83
30515,75,8,13279,0.549484901,18
30516,7,8,8038,0.907674795,86
30517,16,10,9459,0.771313035,16
30518,94,7,9615,0.75873947,28
30519,26,10,11018,0.6621074610000001,31
30520,37,8,8936,0.81636974,14
30521,65,7,12451,0.585891896,41
30522,70,7,10917,0.668132271,22
30523,170,11,13538,0.538778254,21
30524,10,12,12554,0.581001274,15
30525,222,5,13568,0.537566333,83
30526,29,13,15605,0.467393784,65
30527,46,11,9211,0.7918043640000001,40
30528,64,6,9549,0.76376165,38
30529,13,7,9742,0.7485926909999999,45
30530,30,6,8648,0.843274746,33
30531,103,8,12473,0.584631604,14
30532,32,6,12195,0.59795736,18
30533,31,8,9012,0.8091389259999999,22
30534,116,7,9071,0.803838607,20
30535,485,6,9442,0.772246346,23
30536,259,9,8972,0.812656041,23
30537,170,8,10232,0.712563526,32
30538,401,8,11922,0.611478779,102
30539,137,4,11172,0.6525,22
30540,77,7,8581,0.849402168,14
30541,391,2,7672,0.95,35
30542,46,9,13561,0.53743603,35
30543,95,7,11688,0.623521561,24
30544,68,6,11461,0.635867725,59
30545,22,17,13925,0.523350808,92
30546,25,5,10688,0.681835704,44
30547,273,5,9683,0.752499225,26
30548,135,6,13472,0.54084323,89
30549,79,10,10054,0.724699622,42
30550,95,12,12729,0.572400817,54
30551,1,10,12661,0.575390569,62
30552,170,11,11161,0.652700475,101
30553,11,8,10589,0.6879440929999999,63
30554,238,6,7374,0.9878492,27
30555,437,6,11989,0.607573609,27
30556,62,10,13900,0.524,32
30557,151,11,11413,0.638152107,58
30558,35,9,16822,0.43292295799999997,66
30559,555,4,8422,0.8646995959999999,69
30560,3,5,10319,0.7057185770000001,47
30561,86,11,10090,0.721722498,34
30562,366,5,8155,0.892961373,83
30563,339,6,9594,0.758995205,14
30564,209,10,11034,0.659932028,93
30565,330,6,14775,0.49281218299999996,23
30566,32,5,5553,1.311170538,77
30567,4,7,14517,0.501536819,33
30568,163,9,10662,0.682804352,13
30569,58,7,10311,0.705958685,88
30570,109,5,19960,0.364679359,83
30571,30,8,12396,0.587197483,32
30572,151,11,12002,0.606430595,85
30573,222,10,9314,0.7814408420000001,43
30574,37,8,9967,0.730183606,61
30575,359,8,9737,0.747422204,66
30576,195,6,8956,0.812599375,110
30577,10,11,8608,0.845336896,24
30578,216,12,9282,0.78391295,41
30579,321,5,8966,0.8115324559999999,44
30580,266,5,9682,0.75148523,18
30581,79,12,8113,0.896718846,38
30582,1,13,12077,0.602307692,15
30583,122,10,10975,0.662767198,22
30584,321,8,10093,0.720682651,24
30585,36,12,10843,0.670813428,38
30586,86,7,7208,1.009087125,27
30587,109,4,8461,0.85949415,75
30588,544,6,11212,0.648604174,28
30589,33,6,7596,0.9572603999999999,89
30590,234,4,8012,0.9075,56
30591,149,4,11680,0.6225,22
30592,47,4,10336,0.703434598,12
30593,12,10,12588,0.5775770579999999,53
30594,17,9,10295,0.7061981540000001,39
30595,60,8,10224,0.711091549,17
30596,57,5,7925,0.9173438490000001,73
30597,93,18,18748,0.387766695,51
30598,396,10,10261,0.7084884509999999,55
30599,244,3,6867,1.058652978,76
30600,16,11,8857,0.820780174,84
30601,233,7,8233,0.8828325029999999,34
30602,358,6,9047,0.803398917,35
30603,21,13,12574,0.578018928,28
30604,312,6,14058,0.516986769,21
30605,260,8,13276,0.5474322079999999,18
30606,158,5,11108,0.654167267,63
30607,193,5,8078,0.8994850209999999,38
30608,151,6,8614,0.8434896679999999,28
30609,15,7,10358,0.701409539,20
30610,295,11,12962,0.5604837220000001,73
30611,149,9,17197,0.42245391600000004,95
30612,168,9,12404,0.585661077,51
30613,143,7,13127,0.5533678679999999,31
30614,189,5,11976,0.6065288910000001,83
30615,6,11,9233,0.786682552,50
30616,4,10,13145,0.552521111,92
30617,127,6,10637,0.682753596,83
30618,397,3,9040,0.803362832,64
30619,281,6,9646,0.7527690229999999,22
30620,458,4,9076,0.8,51
30621,32,13,9638,0.753340942,26
30622,628,4,8504,0.853739417,38
30623,139,10,14652,0.49549686,31
30624,73,4,9236,0.7860166740000001,46
30625,10,5,9711,0.747565647,17
30626,289,9,10626,0.683187465,36
30627,12,9,12616,0.575370165,66
30628,29,6,8766,0.828049281,75
30629,8,9,19650,0.369339949,64
30630,549,6,9982,0.727048688,31
30631,18,11,10621,0.683260522,57
30632,232,8,9975,0.7274506270000001,30
30633,118,5,9521,0.762130028,27
30634,525,10,11725,0.618865672,27
30635,8,11,10923,0.664297354,21
30636,142,6,11512,0.630306637,99
30637,84,10,11295,0.642402833,39
30638,553,3,9132,0.7945356990000001,51
30639,43,7,11333,0.640223242,61
30640,177,7,14025,0.517300535,32
30641,178,6,12188,0.595264194,19
30642,118,14,12222,0.593571429,23
30643,50,9,10739,0.675532172,15
30644,457,6,10144,0.715058162,102
30645,117,7,15236,0.476077054,50
30646,173,3,6116,1.1859221709999999,99
30647,327,4,8720,0.831766055,35
30648,120,5,7965,0.91053484,93
30649,5,8,10385,0.6983514679999999,15
30650,88,5,9695,0.748,15
30651,468,10,10889,0.665924327,95
30652,463,6,11386,0.636852275,28
30653,84,7,10852,0.668133063,29
30654,166,7,10121,0.716278036,67
30655,137,8,8925,0.812258824,104
30656,59,8,8731,0.830241668,30
30657,159,6,14618,0.49586331899999997,46
30658,9,17,10659,0.6800337740000001,31
30659,69,9,9922,0.730515017,90
30660,150,5,9170,0.7903380590000001,20
30661,637,7,12971,0.5587078870000001,89
30662,4,8,8544,0.848191713,55
30663,399,7,9961,0.7274771609999999,33
30664,114,9,11900,0.6089302520000001,25
30665,45,10,13750,0.527,22
30666,104,7,9592,0.755429525,26
30667,93,6,9604,0.754466889,33
30668,33,7,10409,0.696085119,13
30669,387,5,6822,1.062049252,33
30670,50,11,10303,0.7031456859999999,26
30671,17,14,9655,0.7503262559999999,52
30672,5,7,8312,0.87142565,82
30673,61,8,9280,0.780467672,62
30674,191,7,13341,0.542859606,81
30675,175,7,8726,0.829958744,30
30676,97,7,12029,0.6020583589999999,24
30677,72,10,10175,0.711658968,79
30678,6,9,13727,0.527496175,27
30679,264,4,10487,0.6904548490000001,62
30680,445,7,8096,0.8943305340000001,46
30681,163,7,10876,0.665702464,55
30682,525,6,8083,0.895620438,22
30683,205,6,9306,0.777865893,17
30684,24,4,7868,0.92,63
30685,3,10,9997,0.7240692209999999,62
30686,119,19,10948,0.661163683,61
30687,80,10,10215,0.708516887,21
30688,420,6,11973,0.604472563,110
30689,133,4,8018,0.9026365679999999,38
30690,32,8,10601,0.682701632,48
30691,114,11,10173,0.7114204270000001,78
30692,128,6,8540,0.847398126,82
30693,481,6,9307,0.777549157,82
30694,116,9,7299,0.991454994,74
30695,25,5,7379,0.980631522,103
30696,192,9,12346,0.586034343,40
30697,164,8,9608,0.7530224809999999,15
30698,6,8,9863,0.733528338,32
30699,204,12,9702,0.745560709,40
30700,364,7,11894,0.6081385570000001,32
30701,160,7,7776,0.930185185,30
30702,418,5,8664,0.834822253,56
30703,18,12,10694,0.6763446790000001,81
30704,104,10,10376,0.697053778,24
30705,43,10,11089,0.65223104,21
30706,184,4,11799,0.612979914,30
30707,562,5,9063,0.7979311490000001,21
30708,1,8,11942,0.60556272,52
30709,134,2,12468,0.58,33
30710,344,11,10071,0.718002184,25
30711,175,6,10130,0.7137719640000001,24
30712,281,13,7918,0.9129704470000001,98
30713,1,6,8384,0.862173187,30
30714,10,4,11559,0.625350809,15
30715,3,8,12809,0.564290733,68
30716,34,4,8308,0.87,107
30717,94,8,10637,0.679483877,52
30718,224,7,7462,0.968448137,14
30719,7,5,7823,0.923696792,12
30720,240,5,11373,0.635267739,16
30721,136,7,9741,0.7416794990000001,12
30722,177,5,8597,0.840361754,26
30723,165,8,11741,0.615302785,96
30724,104,10,10973,0.658352319,29
30725,433,7,10363,0.6970809609999999,34
30726,347,7,10177,0.709806426,24
30727,462,9,10261,0.7039421109999999,72
30728,21,8,8960,0.8061294640000001,89
30729,37,12,16191,0.446106479,25
30730,143,9,9376,0.770334898,19
30731,209,9,11298,0.639282174,44
30732,158,10,9592,0.752933695,31
30733,252,6,14007,0.5155922039999999,20
30734,167,7,8731,0.8270988429999999,44
30735,155,5,13581,0.531724468,21
30736,31,9,11529,0.626360482,45
30737,382,3,8918,0.809649024,33
30738,8,13,8898,0.811396943,84
30739,71,8,10816,0.667492604,24
30740,192,5,8396,0.859883278,87
30741,266,13,8110,0.89017016,85
30742,47,4,10047,0.718486115,30
30743,155,9,12868,0.56095042,107
30744,439,9,10670,0.676447985,71
30745,26,11,12075,0.59767205,79
30746,474,5,5436,1.3274466520000001,22
30747,34,16,15522,0.464846669,87
30748,22,8,8623,0.836741273,106
30749,169,10,8259,0.873592445,40
30750,570,2,10505,0.686815802,79
30751,170,4,4950,1.4574565659999998,24
30752,514,6,9688,0.7446635009999999,22
30753,26,7,9938,0.7258703959999999,13
30754,13,6,9387,0.76847129,18
30755,23,9,9885,0.729719777,92
30756,166,4,6043,1.19364554,53
30757,35,12,9284,0.776907583,29
30758,481,6,8860,0.814040632,80
30759,70,6,9820,0.734363544,87
30760,2,12,15019,0.480153139,39
30761,139,4,11991,0.6013827039999999,75
30762,162,7,15157,0.475763014,52
30763,212,5,8828,0.816832805,19
30764,41,9,8431,0.855237813,107
30765,101,7,9418,0.765607348,68
30766,236,8,10631,0.678243815,12
30767,495,6,8636,0.8349235759999999,47
30768,3,7,10210,0.7062056809999999,73
30769,141,7,11795,0.611292073,15
30770,14,8,11551,0.624198771,100
30771,88,8,10189,0.7076278340000001,35
30772,42,8,12434,0.579789287,13
30773,70,12,13559,0.53167859,46
30774,204,8,9923,0.7264637709999999,54
30775,97,7,11022,0.6540274,47
30776,46,6,12048,0.598294323,75
30777,132,5,7372,0.977699403,38
30778,16,8,8163,0.88291437,14
30779,14,8,10464,0.68875,81
30780,91,5,6727,1.071336406,15
30781,186,12,10196,0.706824245,28
30782,27,9,8458,0.852061953,18
